파일,Step,타이틀,CPT코드,이유,Action(앞80자)
2026/2026수능_확30.md,1,배반사건을 이용하여 주머니 구성 케이스 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] 1개인 주머니 수 $k_1$ 에 따라 전체 공의 개수 $8$ 이 되는 2개인 주머니 수 $k_2$ 와 빈 주머니 수 $
2028/2028.예시_08.md,2,다항함수 부정적분 후 정적분 구간 계산으로 정적분 값 결정,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $f(x)=x^3+3x^2+2$를 $[0,2]$에서 적분"
2028/2028.예시_12.md,2,전체 경우의 수와 비교하여 확률 산출,10공수1-03-03,"키워드 미매칭 (코드: 10공수1-03-03, 키워드: 조합, 조합, ncr, 이항계수)",[10공수1-03-03] 제2열 3장을 선택하는 전체 경우의 수 $\binom{9}{3}=84$. 제2열 내 배열 순서는 분자·분모에서 동일하게
2028/2028.예시_14.md,2,수열 값 동치 조건으로 삼차방정식 인수분해 후 상수 후보 확정,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] $6k+2 = 2k^3+2k^2+2k+2$ → $2k^3+2k^2-4k=0$ → $2k(k^2+k-2)=0$ → $k(k+
2028/2028.예시_14.md,3,k 후보별 절댓값 합 비교로 최댓값 확정,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)","[12대수03-06] 각 $k$ 값에서 $a_1=6k+2$, $a_2=4k+2$를 계산하여 $|a_1|+|a_2|$ 비교"
2028/2028.예시_16.md,2,b 부호별 교점 수 대조로 유효 순서쌍 선별 후 합의 최댓값·최솟값 합산,12대수02-02,"키워드 미매칭 (코드: 12대수02-02, 키워드: 삼각함수, 그래프, 주기성, 삼각함수, sin)","[12대수02-02] 위 분석에서 유효한 $(a,b)$: $(5,2)$, $(10,3)$, $(5,-2)$, $(10,-3)$ 검토. $a+b$"
2028/2028.예시_18.md,1,두 곡선이 직선 y=x 위의 두 점을 지나는 조건으로 함수 인수 설정,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] $f(x)-x$, $g(x)-x$는 공통근 $\alpha, \beta$를 가짐. 최고차항 계수 1인 삼차함수 $f$에 "
2028/2028.예시_20.md,2,절댓값 적분 조건으로 각 구간 넓이 수치 확정,12미적Ⅰ-03-06,"키워드 미매칭 (코드: 12미적Ⅰ-03-06, 키워드: 속도, 거리, 속도, 거리, 이동거리)","[12미적Ⅰ-03-06] $h(x)=\int_0^x|f(t)|\,dt$이므로 $h(\beta)=\int_0^\alpha(-f)\,dt+\int_"
2028/2028.예시_20.md,3,"부호 구간별 정적분 부호 처리로 g(α), g(γ) 각각 산출 후 차이 계산",12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $g(\alpha)=\int_0^\alpha f(t)\,dt=-S_1=-4$. $g(\gamma)=g(\beta)+\i"
2028/2028.예시_21.md,2,연속 블록 1개(크기 5) 배열 패턴 열거,10공수1-03-02,"키워드 미매칭 (코드: 10공수1-03-02, 키워드: 순열, 순열, npr)","[10공수1-03-02] 블록 내 인접 쌍이 4개이고 이 중 정확히 3개가 (0,2)/(2,0)인 배열을 C(5,2)=10가지 중 열거: 패턴 "
2028/2028.예시_21.md,3,연속 블록 2개 배열 패턴 분류 및 합산,10공수1-03-02,"키워드 미매칭 (코드: 10공수1-03-02, 키워드: 순열, 순열, npr)","[10공수1-03-02] $(b_1,b_2)$ 별로 각 블록의 인접 쌍 수 합이 3이 되는 배열 수 × 위치 배치 수 산출. 위치 배치: $g_"
2028/2028.예시_21.md,4,블록 3개 이상 배제 및 최종 합산,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] $m$개 블록의 최대 인접 쌍 수 = $5-m$. $m\geq3$이면 최대 $5-3=2<3$ → 조건 불만족. 전체 =
2028/2028.예시_25.md,2,극솟값 조건으로 b 결정 후 f(3) 산출,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $f(0)=b=5$ → $f(x)=x^3+3x^2+5$
2028/2028.예시_26.md,2,k=3에서 확률의 합 조건으로 a 표현,12확통03-01,"키워드 미매칭 (코드: 12확통03-01, 키워드: 확률변수, 확률분포, 확률변수, 확률분포, 이산확률변수)",[12확통03-01] $a+b\cdot\frac{11}{6}=1$ → $b=\frac{6(1-a)}{11}$
2028/2028.예시_27.md,2,삼각형 밑변·높이를 지수 표현으로 변환하여 넓이 일반항 수립,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)","[12대수01-03] $\overline{A_nB_n}=4^{a_n}$ ($B_n$의 $y$좌표), $\overline{A_nA_{n+1}}=2"
2028/2028.예시_28.md,1,g(x)의 구조와 h(x)의 불연속 후보점 파악,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] $g(x)=f(x-a)$의 영점: $x=a$(단근), $x=a+1$(이중근), $x=a+2$(단근). $|x|-k=0$"
2028/2028.예시_28.md,4,"g'(x)의 임계점 분석으로 a, k 유일 결정 및 최종값 산출",12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $g'(x)=f'(x-a)$이고 $f'(t)=2(t-1)(2t^2-4t+1)$에서 $f$의 임계점: $t=1\pm\fr
2028/2028.예시_29.md,2,합 분포표 경우 조합 열거로 우열 확률과 교사건 확률 산출,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))",[12확통02-04] 각 경우를 조합하여 계산
2028/2028.예시_30.md,1,x=0이 교점이 되는 조건과 x≤0 구간 교점 치환 정리,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] $f(0)=3^{\frac{a+b}{6}}-a=0$ → $3^{\frac{a+b}{6}}=a$ …(**). $x\leq0$
